title,Links,Average_score,number_of_comments,Feedback
На несколько долларов больше,http://www.world-art.ru/cinema/cinema.php?id=8965,0,0,
Эдди Мерфи без купюр,http://www.world-art.ru/cinema/cinema.php?id=5796,0,0,
Чародеи,http://www.world-art.ru/cinema/cinema.php?id=18502,0,0,
Его игра,http://www.world-art.ru/cinema/cinema.php?id=6637,0,0,
Большой плохой лис и другие истории,http://www.world-art.ru/cinema/cinema.php?id=74757,0,0,
Иваново детство,http://www.world-art.ru/cinema/cinema.php?id=3638,0,0,
Всегда,http://www.world-art.ru/cinema/cinema.php?id=3089,0,0,
Нокдаун,http://www.world-art.ru/cinema/cinema.php?id=7029,0,0,
Дневник памяти,http://www.world-art.ru/cinema/cinema.php?id=202,0,0,
Городской охотник,http://www.world-art.ru/cinema/cinema.php?id=9060,0,0,
Амадей,http://www.world-art.ru/cinema/cinema.php?id=2255,0,0,
Отступники,http://www.world-art.ru/cinema/cinema.php?id=11601,0,0,
Я вернусь с дождём,http://www.world-art.ru/cinema/cinema.php?id=19511,0,0,
Операция «А»,http://www.world-art.ru/cinema/cinema.php?id=9104,0,0,
Опустевший город,http://www.world-art.ru/cinema/cinema.php?id=18553,0,0,
Опочтарение,http://www.world-art.ru/cinema/cinema.php?id=26974,0,0,
Объединенная зона безопасности,http://www.world-art.ru/cinema/cinema.php?id=16565,0,0,
Трамвай «Желание»,http://www.world-art.ru/cinema/cinema.php?id=12914,0,0,
Несносная девчонка,http://www.world-art.ru/cinema/cinema.php?id=315,0,0,
Мэри и Макс,http://www.world-art.ru/cinema/cinema.php?id=25780,0,0,
Танцующая в темноте,http://www.world-art.ru/cinema/cinema.php?id=8636,0,0,
Кунг-Фу Панда,http://www.world-art.ru/cinema/cinema.php?id=26497,0,0,
Дом летающих кинжалов,http://www.world-art.ru/cinema/cinema.php?id=3049,0,0,
Эдвард Руки-ножницы,http://www.world-art.ru/cinema/cinema.php?id=5443,0,0,
С меня хватит!,http://www.world-art.ru/cinema/cinema.php?id=18147,0,0,
Первобытный страх,http://www.world-art.ru/cinema/cinema.php?id=5030,0,0,
Папа,http://www.world-art.ru/cinema/cinema.php?id=167,0,0,
Битва у Красной Скалы,http://www.world-art.ru/cinema/cinema.php?id=18060,0,0,
Не покидай,http://www.world-art.ru/cinema/cinema.php?id=6978,0,0,
Легенда о Ло Сяохэе,http://www.world-art.ru/cinema/cinema.php?id=78673,0,0,
Покровские ворота,http://www.world-art.ru/cinema/cinema.php?id=10744,0,0,
Жить,http://www.world-art.ru/cinema/cinema.php?id=43119,0,0,
Двенадцать обезьян,http://www.world-art.ru/cinema/cinema.php?id=5408,0,0,
Безумно влюбленный,http://www.world-art.ru/cinema/cinema.php?id=13698,0,0,
Тень воина,http://www.world-art.ru/cinema/cinema.php?id=5833,0,0,
Десятидюймовый герой,http://www.world-art.ru/cinema/cinema.php?id=19845,0,0,
Донни Дарко,http://www.world-art.ru/cinema/cinema.php?id=11443,0,0,
Александр Невский,http://www.world-art.ru/cinema/cinema.php?id=742,0,0,
Жестокие игры,http://www.world-art.ru/cinema/cinema.php?id=13333,0,0,
Звёздные войны III: Месть ситхов,http://www.world-art.ru/cinema/cinema.php?id=4472,0,0,
Кояанискаци,http://www.world-art.ru/cinema/cinema.php?id=7362,0,0,
Схватка,http://www.world-art.ru/cinema/cinema.php?id=37875,0,0,
Синий свет,http://www.world-art.ru/cinema/cinema.php?id=17942,0,0,
Cirque du Soleil: Сказочный мир в 3D,http://www.world-art.ru/cinema/cinema.php?id=42469,0,0,
Игра смерти,http://www.world-art.ru/cinema/cinema.php?id=23097,0,0,
Отверженные,http://www.world-art.ru/cinema/cinema.php?id=20115,0,0,
Разборки в стиле Кунг-Фу,http://www.world-art.ru/cinema/cinema.php?id=4889,0,0,
Приключения Шерлока Холмса и доктора Ватсона: Сокровища Агры,http://www.world-art.ru/cinema/cinema.php?id=38828,0,0,
Призрак оперы,http://www.world-art.ru/cinema/cinema.php?id=3331,0,0,
"Счастливого Рождества, мистер Лоуренс",http://www.world-art.ru/cinema/cinema.php?id=65,0,0,
Перекресток,http://www.world-art.ru/cinema/cinema.php?id=22604,0,0,
Город грехов,http://www.world-art.ru/cinema/cinema.php?id=4590,0,0,
Падение,http://www.world-art.ru/cinema/cinema.php?id=27137,0,0,
Человек из ниоткуда,http://www.world-art.ru/cinema/cinema.php?id=38575,0,0,
Ребята возвращаются,http://www.world-art.ru/cinema/cinema.php?id=20926,0,0,
Дракула,http://www.world-art.ru/cinema/cinema.php?id=56580,0,0,
Весна на Заречной улице,http://www.world-art.ru/cinema/cinema.php?id=2176,0,0,
Мистер Крутой,http://www.world-art.ru/cinema/cinema.php?id=9055,0,0,
Такси,http://www.world-art.ru/cinema/cinema.php?id=164,0,0,
Первая любовь миллионера,http://www.world-art.ru/cinema/cinema.php?id=18057,0,0,
Дэнни Цепной пёс,http://www.world-art.ru/cinema/cinema.php?id=7909,0,0,
Чаплин,http://www.world-art.ru/cinema/cinema.php?id=6185,0,0,
"Прощай, моя наложница",http://www.world-art.ru/cinema/cinema.php?id=10517,0,0,
Этот смутный объект желания,http://www.world-art.ru/cinema/cinema.php?id=15162,0,0,
Законопослушный гражданин,http://www.world-art.ru/cinema/cinema.php?id=23265,0,0,
Цветочки после ягодок: Финал,http://www.world-art.ru/cinema/cinema.php?id=23468,0,0,
Тринадцатый этаж,http://www.world-art.ru/cinema/cinema.php?id=15334,0,0,
Хищник,http://www.world-art.ru/cinema/cinema.php?id=68895,0,0,
Голубая бездна,http://www.world-art.ru/cinema/cinema.php?id=9195,0,0,
Лоуренс Аравийский,http://www.world-art.ru/cinema/cinema.php?id=13307,0,0,
Скала,http://www.world-art.ru/cinema/cinema.php?id=5245,0,0,
Ран,http://www.world-art.ru/cinema/cinema.php?id=5834,0,0,
Холодное сердце,http://www.world-art.ru/cinema/cinema.php?id=49258,0,0,
Сказка странствий,http://www.world-art.ru/cinema/cinema.php?id=5529,0,0,
На грани,http://www.world-art.ru/cinema/cinema.php?id=38242,0,0,
Бойфренд из будущего,http://www.world-art.ru/cinema/cinema.php?id=48680,0,0,
Доживём до понедельника,http://www.world-art.ru/cinema/cinema.php?id=10755,0,0,
Хён,http://www.world-art.ru/cinema/cinema.php?id=72456,0,0,
Крёстный отец: Трилогия 1901-1980,http://www.world-art.ru/cinema/cinema.php?id=66985,0,0,
Хитмэн,http://www.world-art.ru/cinema/cinema.php?id=18878,0,0,
Блеск,http://www.world-art.ru/cinema/cinema.php?id=10398,0,0,
Я рядом с тобой!!!,http://www.world-art.ru/cinema/cinema.php?id=13989,0,0,
Осеам,http://www.world-art.ru/cinema/cinema.php?id=44182,0,0,
Индиана Джонс и последний крестовый поход,http://www.world-art.ru/cinema/cinema.php?id=149,0,0,
Трио из Бельвилля,http://www.world-art.ru/cinema/cinema.php?id=25355,0,0,
"Суини Тодд, демон-парикмахер с Флит-Стрит",http://www.world-art.ru/cinema/cinema.php?id=15454,0,0,
В августе 44-го...,http://www.world-art.ru/cinema/cinema.php?id=4065,0,0,
"Поймай меня, если сможешь",http://www.world-art.ru/cinema/cinema.php?id=266,0,0,
Двойная рокировка,http://www.world-art.ru/cinema/cinema.php?id=16546,0,0,
Один дома,http://www.world-art.ru/cinema/cinema.php?id=11139,0,0,
Клуб «Завтрак»,http://www.world-art.ru/cinema/cinema.php?id=15265,0,0,
Летят журавли,http://www.world-art.ru/cinema/cinema.php?id=2476,0,0,
Клерки,http://www.world-art.ru/cinema/cinema.php?id=15216,0,0,
Иллюзионист,http://www.world-art.ru/cinema/cinema.php?id=12418,0,0,
Отважная Лифи,http://www.world-art.ru/cinema/cinema.php?id=39021,0,0,
Однажды в Китае 6,http://www.world-art.ru/cinema/cinema.php?id=9314,0,0,
Клеопатра,http://www.world-art.ru/cinema/cinema.php?id=11172,0,0,
Маска,http://www.world-art.ru/cinema/cinema.php?id=5164,0,0,
Дерсу Узала,http://www.world-art.ru/cinema/cinema.php?id=23,0,0,
Малыш,http://www.world-art.ru/cinema/cinema.php?id=5479,0,0,
День Доктора,http://www.world-art.ru/cinema/cinema.php?id=52357,0,0,
Чёрная дыра,http://www.world-art.ru/cinema/cinema.php?id=5955,0,0,
Служили два товарища,http://www.world-art.ru/cinema/cinema.php?id=4323,0,0,
Город ангелов,http://www.world-art.ru/cinema/cinema.php?id=5206,0,0,
Психо,http://www.world-art.ru/cinema/cinema.php?id=7980,0,0,
Жизнь других,http://www.world-art.ru/cinema/cinema.php?id=14864,0,0,
Невинные шаги,http://www.world-art.ru/cinema/cinema.php?id=23647,0,0,
Сочувствие господину Месть,http://www.world-art.ru/cinema/cinema.php?id=16567,0,0,
Жизнь как чудо,http://www.world-art.ru/cinema/cinema.php?id=183,0,0,
Доспехи бога 2: Операция Кондор,http://www.world-art.ru/cinema/cinema.php?id=9066,0,0,
Двенадцать подвигов Астерикса,http://www.world-art.ru/cinema/cinema.php?id=556,0,0,
Сабрина,http://www.world-art.ru/cinema/cinema.php?id=6244,0,0,
Брюс Ли: Человек-Легенда,http://www.world-art.ru/cinema/cinema.php?id=22423,0,0,
Светлое будущее,http://www.world-art.ru/cinema/cinema.php?id=7045,0,0,
Шербурские зонтики,http://www.world-art.ru/cinema/cinema.php?id=9721,0,0,
Максим Перепелица,http://www.world-art.ru/cinema/cinema.php?id=2465,0,0,
Двенадцать,http://www.world-art.ru/cinema/cinema.php?id=19032,0,0,
Пираты Карибского моря: На краю света,http://www.world-art.ru/cinema/cinema.php?id=10384,0,0,
Крепкий орешек,http://www.world-art.ru/cinema/cinema.php?id=5507,0,0,
Ип Ман 2,http://www.world-art.ru/cinema/cinema.php?id=25992,0,0,
Пиджак,http://www.world-art.ru/cinema/cinema.php?id=4587,0,0,
Моя маленькая невеста,http://www.world-art.ru/cinema/cinema.php?id=19505,0,0,
Земляничная поляна,http://www.world-art.ru/cinema/cinema.php?id=1370,0,0,
Город героев,http://www.world-art.ru/cinema/cinema.php?id=53518,0,0,
Воин ветра,http://www.world-art.ru/cinema/cinema.php?id=12522,0,0,
Подозреваемый X,http://www.world-art.ru/cinema/cinema.php?id=23629,0,0,
Долорес Клэйборн,http://www.world-art.ru/cinema/cinema.php?id=21782,0,0,
Смертельное оружие,http://www.world-art.ru/cinema/cinema.php?id=8070,0,0,
Самурай: Путь воина,http://www.world-art.ru/cinema/cinema.php?id=110,0,0,
Кровавый четверг,http://www.world-art.ru/cinema/cinema.php?id=10442,0,0,
Игра лжецов: Последний раунд,http://www.world-art.ru/cinema/cinema.php?id=47589,0,0,
Близнецы-драконы,http://www.world-art.ru/cinema/cinema.php?id=9065,0,0,
"Больше, чем Любовь",http://www.world-art.ru/cinema/cinema.php?id=4471,0,0,
Принц Египта,http://www.world-art.ru/cinema/cinema.php?id=34173,0,0,
Первый снег,http://www.world-art.ru/cinema/cinema.php?id=20007,0,0,
Эта прекрасная жизнь,http://www.world-art.ru/cinema/cinema.php?id=13308,0,0,
Легенда о Нараяме,http://www.world-art.ru/cinema/cinema.php?id=19026,0,0,
Ночи Кабирии,http://www.world-art.ru/cinema/cinema.php?id=96,0,0,
Космические братья,http://www.world-art.ru/cinema/cinema.php?id=38625,0,0,
Toкийcкaя coнaтa,http://www.world-art.ru/cinema/cinema.php?id=23825,0,0,
Убить дракона,http://www.world-art.ru/cinema/cinema.php?id=10766,0,0,
Полицейская история,http://www.world-art.ru/cinema/cinema.php?id=52893,0,0,
Разрисованная вуаль,http://www.world-art.ru/cinema/cinema.php?id=17396,0,0,
Поцелуй Дракона,http://www.world-art.ru/cinema/cinema.php?id=9191,0,0,
Мажестик,http://www.world-art.ru/cinema/cinema.php?id=5154,0,0,
Люди в чёрном,http://www.world-art.ru/cinema/cinema.php?id=5877,0,0,
О чём говорят мужчины,http://www.world-art.ru/cinema/cinema.php?id=25073,0,0,
Падшие ангелы,http://www.world-art.ru/cinema/cinema.php?id=12421,0,0,
Полицейская история 2,http://www.world-art.ru/cinema/cinema.php?id=9075,0,0,
"Париж, я люблю тебя",http://www.world-art.ru/cinema/cinema.php?id=16846,0,0,
Анжелика и султан,http://www.world-art.ru/cinema/cinema.php?id=17110,0,0,
Место встречи,http://www.world-art.ru/cinema/cinema.php?id=76822,0,0,
Шарада,http://www.world-art.ru/cinema/cinema.php?id=3081,0,0,
Солнце ацтеков,http://www.world-art.ru/cinema/cinema.php?id=15417,0,0,
Ва-банк,http://www.world-art.ru/cinema/cinema.php?id=19163,0,0,
Контакт,http://www.world-art.ru/cinema/cinema.php?id=7256,0,0,
Малыш и я,http://www.world-art.ru/cinema/cinema.php?id=36886,0,0,
Падение «Чёрного ястреба»,http://www.world-art.ru/cinema/cinema.php?id=5005,0,0,
The Doors,http://www.world-art.ru/cinema/cinema.php?id=5223,0,0,
Вкус чая,http://www.world-art.ru/cinema/cinema.php?id=15257,0,0,
Классик,http://www.world-art.ru/cinema/cinema.php?id=4077,0,0,
Джентльмены,http://www.world-art.ru/cinema/cinema.php?id=84575,0,0,
Совершенный мир,http://www.world-art.ru/cinema/cinema.php?id=8895,0,0,
Вин Чун,http://www.world-art.ru/cinema/cinema.php?id=20208,0,0,
Рататуй,http://www.world-art.ru/cinema/cinema.php?id=25131,0,0,
Легенды осени,http://www.world-art.ru/cinema/cinema.php?id=5410,0,0,
Грань будущего,http://www.world-art.ru/cinema/cinema.php?id=49330,0,0,
Нодамэ Кантабиле: Фильм 2,http://www.world-art.ru/cinema/cinema.php?id=26041,0,0,
Шерлок Холмс: Игра теней,http://www.world-art.ru/cinema/cinema.php?id=31552,0,0,
Ритуал,http://www.world-art.ru/cinema/cinema.php?id=77049,0,0,
Горькая луна,http://www.world-art.ru/cinema/cinema.php?id=7594,0,0,
Огни рампы,http://www.world-art.ru/cinema/cinema.php?id=6181,0,0,
Ромео и Джульетта,http://www.world-art.ru/cinema/cinema.php?id=19538,0,0,
Дотянуться до тебя,http://www.world-art.ru/cinema/cinema.php?id=30844,0,0,
Меня зовут Кхан,http://www.world-art.ru/cinema/cinema.php?id=25673,0,0,
